"f07_hh_id","s08_heads_child_cnt","s08_girls_cnt","s08_age_cnt","s08_duration_village_cnt","s08_age_head_cnt","s08_yrs_ed_head_cnt","s08_num_ppl_hh_cnt","s08_jeribs_cnt","s08_num_sheep_cnt","s08_farsi_cnt","s08_tajik_cnt","s08_farmer_cnt","s08_test_observed","f07_heads_child_cnt","f07_girl_cnt","f07_age_cnt","f07_age_head_cnt","f07_yrs_ed_head_cnt","f07_jeribs_cnt","f07_num_sheep_cnt","f07_duration_village_cnt","f07_farsi_cnt","f07_tajik_cnt","f07_farmer_cnt","f07_num_ppl_hh_cnt","f07_test_observed","f07_observed","s08_observed","treatment","clustercode","chagcharan","f07_formal_school","s08_formal_school","f07_nearest_scl","s08_nearest_scl","f07_both_norma_total","s08_both_norma_total","s08_hh_id","observation_id"
"V01.K02",1,1,8,30,36,6,8,1,10,0,1,0,1,1,1,7,30,6,0,0,35,1,0,0,6,1,1,1,1,5,1,1,1,4.09720516204834,4.0982871055603,-0.65545779466629,2.02133798599243,"V01.C02N",1
"V01.K02",1,1,6,30,36,6,8,1,10,0,1,0,1,1,1,9,30,6,0,0,35,1,0,0,6,1,1,1,1,5,1,1,1,4.09720516204834,4.0982871055603,0.819813132286072,-0.301419526338577,"V01.C02N",2
"V01.M01",1,1,11,13,35,0,2,0,8,1,0,0,1,1,1,11,35,0,0,10,35,0,0,0,3,1,1,1,1,5,1,1,1,4.16959095001221,4.2180757522583,1.49039089679718,0.900006771087646,"V01.L01N",3
"V01.H02",1,0,10,25,35,5,10,2,0,0,1,1,1,1,0,8,40,0,1,20,15,1,0,1,10,1,1,1,1,5,1,1,1,4.18352222442627,4.18442916870117,1.3562753200531,0.739816606044769,"V01.L02N",4
"V01.H02",1,1,9,25,35,5,10,2,0,0,1,1,1,1,1,8,40,0,1,20,15,1,0,1,10,1,1,1,1,5,1,1,1,4.18352222442627,4.18442916870117,0.417466521263123,0.739816606044769,"V01.L02N",5
"V01.H02",1,1,8,25,35,5,10,2,0,0,1,1,1,1,1,7,40,0,1,20,15,1,0,1,10,1,1,1,1,5,1,1,1,4.18352222442627,4.18442916870117,0.0151199074462056,0.259246081113815,"V01.L02N",6
"V01.E01",1,0,10,50,50,3,11,1,30,0,0,1,0,1,0,8,50,5,1,20,50,0,0,1,9,1,1,1,1,5,1,1,1,4.09092378616333,4.09658336639404,1.49039089679718,NA,"V01.L04N",7
"V01.E01",1,0,8,50,50,3,11,1,30,0,0,1,1,1,0,7,50,5,1,20,50,0,0,1,9,1,1,1,1,5,1,1,1,4.09092378616333,4.09658336639404,1.3562753200531,0.81991171836853,"V01.L04N",8
"V01.E01",1,1,7,50,50,3,11,1,30,0,0,1,1,1,1,6,50,5,1,20,50,0,0,1,9,1,1,1,1,5,1,1,1,4.09092378616333,4.09658336639404,-0.253111183643341,-0.0611342713236809,"V01.L04N",9
"V01.R01",1,1,8,15,35,3,8,1,0,0,0,1,1,1,1,8,28,2,0,0,20,0,0,0,7,1,1,1,1,5,1,1,1,4.20382690429688,4.20277786254883,1.75862193107605,1.62086260318756,"V01.M01N",10
"V01.R01",1,1,7,15,35,3,8,1,0,0,0,1,1,1,1,7,28,2,0,0,20,0,0,0,7,1,1,1,1,5,1,1,1,4.20382690429688,4.20277786254883,1.3562753200531,1.06019699573517,"V01.M01N",11
"V01.R01",1,0,11,15,35,3,8,1,0,0,0,1,1,1,0,10,28,2,0,0,20,0,0,0,7,1,1,1,1,5,1,1,1,4.20382690429688,4.20277786254883,2.160968542099,2.66209864616394,"V01.M01N",12
"V01.K03",1,1,8,53,53,0,7,0,20,0,1,1,1,1,1,8,48,0,10,30,50,0,1,1,7,1,1,1,1,5,1,1,1,4.12232542037964,4.10360240936279,0.417466521263123,0.900006771087646,"V01.M02N",13
"V01.K03",1,0,6,53,53,0,7,0,20,0,1,1,1,1,0,6,48,0,10,30,50,0,1,1,7,1,1,1,1,5,1,1,1,4.12232542037964,4.10360240936279,-0.521342277526855,-1.26256060600281,"V01.M02N",14
"V01.F02",1,1,10,7,40,0,6,0,10,0,0,1,1,1,1,8,30,0,0,5,20,0,1,1,7,1,1,1,1,5,1,1,1,4.26057815551758,4.20361375808716,1.49039089679718,1.54076743125916,"V01.S02N",15
"V01.F02",1,0,7,7,40,0,6,0,10,0,0,1,1,1,0,7,30,0,0,5,20,0,1,1,7,1,1,1,1,5,1,1,1,4.26057815551758,4.20361375808716,0.685697615146637,0.980101883411407,"V01.S02N",16
"V01.K04",1,1,10,4,35,20,10,0,10,0,1,0,1,0,1,10,37,10,0,8,4,0,1,0,9,1,1,1,1,5,1,1,1,4.1287899017334,4.13856077194214,1.49039089679718,2.42181348800659,"V01.S03N",17
"V01.K04",1,0,8,4,35,20,10,0,10,0,1,0,1,1,0,10,37,10,0,8,4,0,1,0,9,1,1,1,1,5,1,1,1,4.1287899017334,4.13856077194214,2.29508399963379,2.58200359344482,"V01.S03N",18
"V01.K04",1,0,11,4,35,20,10,0,10,0,1,0,0,0,0,11,37,10,0,8,4,0,1,0,9,1,1,1,1,5,1,1,1,4.1287899017334,4.13856077194214,2.29508399963379,NA,"V01.S03N",19
"V01.K04",1,0,6,4,35,20,10,0,10,0,1,0,1,1,0,8,37,10,0,8,4,0,1,0,9,1,1,1,1,5,1,1,1,4.1287899017334,4.13856077194214,1.75862193107605,2.34171843528748,"V01.S03N",20
"V01.H03",1,0,8,53,53,5,12,10,30,0,1,1,1,1,0,7,45,4,0,26,11,0,0,1,12,1,1,1,1,5,1,1,1,4.15344285964966,4.14925050735474,1.49039089679718,1.78105270862579,"V01.U02N",21
"V01.R03",1,1,8,30,30,3,6,0,10,0,1,1,0,1,1,8,30,5,0,20,1,0,1,0,7,1,1,1,1,5,1,1,1,4.22485208511353,4.23001527786255,-0.923688888549805,NA,"V01.W01N",22
"V01.B01",1,0,8,25,45,0,9,0.5,10,0,1,1,1,1,0,7,55,0,1,10,20,0,1,1,9,1,1,1,1,5,1,1,1,4.13775634765625,4.14815187454224,2.160968542099,2.34171843528748,"V01.W02N",23
"V01.F01",1,1,7,2,40,0,5,1,10,0,0,1,1,1,1,7,45,0,0,20,45,0,1,1,5,1,1,1,1,5,1,1,1,4.21331262588501,4.20571756362915,-0.789573311805725,-0.541704773902893,"V01.X01N",24
"V01.P01",1,0,7,2,30,2,6,0,10,0,1,0,1,1,0,6,30,0,0,0,1,0,1,1,5,1,1,1,1,5,1,1,1,4.23531150817871,4.22904062271118,0.0151199074462056,0.659721493721008,"V01.X03N",25
"V02.B02",1,1,7,40,35,0,7,1,0,0,0,1,1,1,1,8,30,0,0,0,15,0,0,1,7,1,1,1,1,5,1,1,1,2.13756132125854,2.14700388908386,0.149235442280769,-0.221324443817139,"V02.E01N",26
"V02.B02",1,0,10,40,35,0,7,1,0,0,0,1,1,1,0,9,30,0,0,0,15,0,0,1,7,1,1,1,1,5,1,1,1,2.13756132125854,2.14700388908386,1.22215974330902,1.06019699573517,"V02.E01N",27
"NM",1,1,7,35,25,3,8,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,5,1,NA,0,NA,2.14700388908386,NA,-0.942180216312408,"V02.E02N",28
"V02.H03",1,0,7,36,36,2,8,2,3,0,0,0,1,1,0,7,35,3,1,10,20,0,0,0,7,1,1,1,1,5,1,1,1,1.46976327896118,1.46911764144897,-1.32603549957275,0.419436246156693,"V02.E03N",29
"V02.H03",1,1,8,36,36,2,8,2,3,0,0,0,1,1,1,9,35,3,1,10,20,0,0,0,7,1,1,1,1,5,1,1,1,1.46976327896118,1.46911764144897,0.685697615146637,2.02133798599243,"V02.E03N",30
"V02.E01",1,1,11,50,45,9,10,0,0,0,0,1,1,1,1,10,40,5,0,10,40,0,0,0,9,1,1,1,1,5,1,1,1,1.45731556415558,1.47825646400452,1.89273750782013,2.42181348800659,"V02.E04N",31
"V02.E01",1,1,9,50,45,9,10,0,0,0,0,1,1,1,1,11,40,5,0,10,40,0,0,0,9,1,1,1,1,5,1,1,1,1.45731556415558,1.47825646400452,0.819813132286072,1.70095765590668,"V02.E04N",32
"V02.E01",1,0,10,50,45,9,10,0,0,0,0,1,1,1,0,7,40,5,0,10,40,0,0,0,9,1,1,1,1,5,1,1,1,1.45731556415558,1.47825646400452,2.02685308456421,2.50190854072571,"V02.E04N",33
"V02.E01",1,0,7,50,45,9,10,0,0,0,0,1,1,1,0,6,40,5,0,10,40,0,0,0,9,1,1,1,1,5,1,1,1,1.45731556415558,1.47825646400452,-0.923688888549805,-0.221324443817139,"V02.E04N",34
"V02.E02",1,0,10,30,50,0,5,0,10,0,0,1,1,1,0,10,17,2,0,10,50,0,0,1,5,1,1,1,1,5,1,1,1,2.16954874992371,2.17079401016235,0.953928709030151,0.81991171836853,"V02.F01N",35
"V02.B01",1,1,10,25,30,3,7,1,10,0,0,1,1,1,1,10,25,2,0,7,25,0,0,1,8,1,1,1,1,5,1,1,1,1.50158512592316,1.49303603172302,-0.387226700782776,-0.701894998550415,"V02.F02N",36
"V02.B01",1,0,11,25,30,3,7,1,10,0,0,1,1,1,0,11,25,2,0,7,25,0,0,1,8,1,1,1,1,5,1,1,1,1.50158512592316,1.49303603172302,1.3562753200531,0.739816606044769,"V02.F02N",37
"V02.B01",1,0,8,25,30,3,7,1,10,0,0,1,1,1,0,7,25,2,0,7,25,0,0,1,8,1,1,1,1,5,1,1,1,1.50158512592316,1.49303603172302,-0.789573311805725,-0.862085163593292,"V02.F02N",38
"V02.K03",1,1,8,40,40,2,13,1,20,0,0,1,1,1,1,7,40,0,0,15,40,0,0,0,5,1,1,1,1,5,1,1,1,1.49305033683777,1.48662114143372,-0.118995629251003,0.499531358480453,"V02.G02N",39
"V02.K03",1,1,10,40,40,2,13,1,20,0,0,1,1,1,1,9,40,0,0,15,40,0,0,0,5,1,1,1,1,5,1,1,1,1.49305033683777,1.48662114143372,2.02685308456421,0.81991171836853,"V02.G02N",40
"V02.K05",1,1,10,50,70,7,8,0,0,0,0,0,1,1,1,8,70,10,0,0,30,0,0,0,8,1,1,1,1,5,1,1,1,2.12887597084045,2.1298668384552,1.22215974330902,1.94124293327332,"V02.J01N",41
"NM",1,1,8,30,40,2,9,1,9,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,5,1,NA,0,NA,1.51510298252106,NA,0.339341163635254,"V02.J02N",42
"V02.F01",1,0,11,50,50,2,6,2,5,0,0,1,1,1,0,11,38,1,1,4,40,1,0,1,6,1,1,1,1,5,1,1,1,1.52937090396881,1.53008162975311,1.49039089679718,0.81991171836853,"V02.K02N",43
"V02.F01",1,1,9,50,50,2,6,2,5,0,0,1,1,1,1,10,38,1,1,4,40,1,0,1,6,1,1,1,1,5,1,1,1,1.52937090396881,1.53008162975311,0.551582038402557,-0.621799886226654,"V02.K02N",44
"V02.H04",1,0,8,40,40,0,5,1,5,0,0,1,1,1,0,6,40,0,0,15,40,1,0,1,6,1,1,1,1,5,1,1,1,2.16931056976318,2.16643285751343,0.417466521263123,-0.381514608860016,"V02.N01N",45
"V02.H04",1,1,10,40,40,0,5,1,5,0,0,1,1,1,1,7,40,0,0,15,40,1,0,1,6,1,1,1,1,5,1,1,1,2.16931056976318,2.16643285751343,-0.923688888549805,-0.541704773902893,"V02.N01N",46
"V02.K04",1,0,8,30,30,2,5,0,10,0,1,1,0,1,0,8,25,2,0,5,25,0,0,1,4,1,1,1,1,5,1,1,1,1.49305033683777,1.46895742416382,1.49039089679718,NA,"V02.N02N",47
"V02.K02",1,1,11,35,35,2,8,0,0,0,1,1,1,1,1,9,30,5,0,10,30,0,0,1,8,1,1,1,1,5,1,1,1,1.49305033683777,1.46914529800415,1.49039089679718,2.10143303871155,"V02.N03N",48
"V02.K02",1,0,8,35,35,2,8,0,0,0,1,1,1,1,0,7,30,5,0,10,30,0,0,1,8,1,1,1,1,5,1,1,1,1.49305033683777,1.46914529800415,0.283350974321365,1.46067237854004,"V02.N03N",49
"V02.K02",1,1,9,35,35,2,8,0,0,0,1,1,1,1,1,8,30,5,0,10,30,0,0,1,8,1,1,1,1,5,1,1,1,1.49305033683777,1.46914529800415,2.29508399963379,2.58200359344482,"V02.N03N",50
"V02.E03",1,0,8,10,30,3,6,0,4,0,0,1,1,1,0,7,30,3,0,5,30,0,0,1,6,1,1,1,1,5,1,1,1,2.16498327255249,2.16825580596924,0.283350974321365,1.46067237854004,"V02.P01N",51
"V02.E03",1,0,7,10,30,3,6,0,4,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,5,1,NA,1,NA,2.16825580596924,NA,NA,"V02.P01N",52
"V02.M05",1,1,7,10,80,0,7,0,4,0,0,1,1,1,0,8,75,0,3,3,16,0,0,1,7,1,1,1,1,5,1,1,1,2.19283676147461,2.2035436630249,0.149235442280769,0.419436246156693,"V02.Q01N",53
"V02.M05",1,0,9,10,80,0,7,0,4,0,0,1,1,1,0,11,75,0,3,3,16,0,0,1,7,1,1,1,1,5,1,1,1,2.19283676147461,2.2035436630249,1.89273750782013,2.58200359344482,"V02.Q01N",54
"V02.M05",1,1,10,10,80,0,7,0,4,0,0,1,1,1,0,10,75,0,3,3,16,0,0,1,7,1,1,1,1,5,1,1,1,2.19283676147461,2.2035436630249,-0.65545779466629,0.179150998592377,"V02.Q01N",55
"V02.M03",1,0,10,6,40,0,12,3,5,0,0,1,1,1,0,8,30,0,3,5,30,0,0,0,11,1,1,1,1,5,1,1,1,1.49219608306885,1.49373304843903,-0.253111183643341,0.980101883411407,"V02.Q02N",56
"V02.M03",1,0,7,6,40,0,12,3,5,0,0,1,1,1,0,7,30,0,3,5,30,0,0,0,11,1,1,1,1,5,1,0,0,1.49219608306885,1.49373304843903,-1.32603549957275,-1.02227532863617,"V02.Q02N",57
"V02.M03",1,1,11,6,40,0,12,3,5,0,0,1,1,1,1,9,30,0,3,5,30,0,0,0,11,1,1,1,1,5,1,1,1,1.49219608306885,1.49373304843903,1.49039089679718,1.62086260318756,"V02.Q02N",58
"V02.R03",0,0,6,26,26,2,4,0.5,35,0,1,1,1,1,0,6,30,7,0,3,30,0,0,0,6,1,1,1,1,5,1,1,1,2.12783551216125,2.12783551216125,0.283350974321365,0.179150998592377,"V02.R01N",59
"V02.R01",1,1,6,35,35,0,6,0,2,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,5,1,NA,0,NA,1.80408096313477,NA,-1.02227532863617,"V02.R03N",60
"V02.R01",1,0,10,35,35,0,6,0,2,0,0,1,1,0,0,11,30,0,0.5,3,20,0,0,1,9,1,1,1,1,5,1,1,1,1.80405378341675,1.80408096313477,1.3562753200531,0.659721493721008,"V02.R03N",61
"NM",1,0,9,15,25,0,5,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,5,1,NA,0,NA,1.65131115913391,NA,-1.10237038135529,"V02.R04N",62
"NM",1,0,8,15,25,0,5,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,5,1,NA,0,NA,1.65131115913391,NA,1.2203871011734,"V02.R04N",63
"V02.M06",1,1,7,30,30,0,5,1,0,0,0,1,1,1,1,7,30,0,2,5,30,0,0,1,4,1,1,1,1,5,1,1,1,2.18322062492371,2.18195199966431,-0.65545779466629,-0.701894998550415,"V02.T01N",64
"V02.H01",1,1,8,14,25,0,8,3,0,0,0,1,1,1,1,8,25,0,1,4,15,0,0,0,9,1,1,1,1,5,1,1,1,1.5064195394516,1.50760698318481,-1.32603549957275,-1.02227532863617,"V02.T02N",65
"V02.H01",1,0,6,14,25,0,8,3,0,0,0,1,1,1,0,6,25,0,1,4,15,0,0,0,9,1,1,1,1,5,1,1,1,1.5064195394516,1.50760698318481,-1.32603549957275,-1.10237038135529,"V02.T02N",66
"V02.H01",1,0,10,14,25,0,8,3,0,0,0,1,1,1,0,10,25,0,1,4,15,0,0,0,9,1,1,1,1,5,1,1,1,1.5064195394516,1.50760698318481,1.3562753200531,0.81991171836853,"V02.T02N",67
"V02.F02",1,0,7,25,25,0,10,1,5,0,0,1,1,1,0,6,30,1,1,4,40,1,0,1,8,1,1,1,1,5,1,1,1,1.50443530082703,1.51105165481567,-0.923688888549805,-0.701894998550415,"V02.T03N",68
"V02.F02",1,1,9,25,25,0,10,1,5,0,0,1,1,1,1,9,30,1,1,4,40,1,0,1,8,1,1,1,1,5,1,1,1,1.50443530082703,1.51105165481567,1.3562753200531,0.900006771087646,"V02.T03N",69
"V03.F01",1,1,9,25,30,6,11,1,10,0,0,1,1,1,1,9,36,5,2,15,36,0,0,1,12,1,1,1,1,5,1,1,1,2.26147794723511,2.25983762741089,1.3562753200531,1.06019699573517,"V03.B01N",70
"V03.F01",1,0,6,25,30,6,11,1,10,0,0,1,1,1,0,6,36,5,2,15,36,0,0,1,12,1,1,1,1,5,1,1,1,2.26147794723511,2.25983762741089,-0.253111183643341,0.419436246156693,"V03.B01N",71
"V03.H05",1,0,10,30,45,3,10,0,20,0,0,0,1,1,0,11,40,10,1,10,40,0,1,1,10,1,1,1,1,5,1,1,1,2.32345223426819,2.15054130554199,1.08804416656494,1.2203871011734,"V03.F01N",72
"V03.H05",1,0,8,30,45,3,10,0,20,0,0,0,1,1,0,7,40,10,1,10,40,0,1,1,10,1,1,1,1,5,1,1,1,2.32345223426819,2.15054130554199,2.02685308456421,1.30048227310181,"V03.F01N",73
"V03.H05",1,0,6,30,45,3,10,0,20,0,0,0,1,1,0,6,40,10,1,10,40,0,1,1,10,1,1,1,1,5,1,0,1,2.32345223426819,2.15054130554199,-1.32603549957275,-1.02227532863617,"V03.F01N",74
"V03.R01",1,0,11,20,50,5,6,1,3,0,1,0,1,1,0,11,45,2,0.5,5,20,0,0,0,6,1,1,1,1,5,1,1,1,2.32479691505432,2.27238941192627,2.29508399963379,2.66209864616394,"V03.F02N",75
"V03.R01",1,0,8,20,50,5,6,1,3,0,1,0,1,1,0,7,45,2,0.5,5,20,0,0,0,6,1,1,1,1,5,1,1,1,2.32479691505432,2.27238941192627,0.283350974321365,0.0990559086203575,"V03.F02N",76
"V03.E03",1,1,8,20,50,2,10,1,10,0,0,1,1,1,1,9,50,2,0,4,50,0,1,1,10,1,1,1,1,5,1,1,1,2.34673976898193,2.3387439250946,1.75862193107605,0.499531358480453,"V03.H01N",77
"V03.E03",1,0,6,20,50,2,10,1,10,0,0,1,1,1,0,6,50,2,0,4,50,0,1,1,10,1,1,1,1,5,1,1,1,2.34673976898193,2.3387439250946,0.283350974321365,0.579626441001892,"V03.H01N",78
"V03.E03",1,1,10,20,50,2,10,1,10,0,0,1,1,1,1,11,50,2,0,4,50,0,1,1,10,1,1,1,1,5,1,1,1,2.34673976898193,2.3387439250946,1.49039089679718,0.81991171836853,"V03.H01N",79
"V03.M01",1,1,9,30,30,5,18,0,0,0,0,1,1,1,1,9,30,6,3,20,30,0,0,1,14,1,1,1,1,5,1,1,1,2.27009463310242,2.26613140106201,1.75862193107605,1.62086260318756,"V03.H04N",80
"V03.M01",1,1,8,30,30,5,18,0,0,0,0,1,1,1,1,7,30,6,3,20,30,0,0,1,14,0,1,1,1,5,1,1,1,2.27009463310242,2.26613140106201,NA,1.06019699573517,"V03.H04N",81
"V03.M01",1,0,7,30,30,5,18,0,0,0,0,1,1,1,0,6,30,6,3,20,30,0,0,1,14,0,1,1,1,5,1,1,1,2.27009463310242,2.26613140106201,NA,1.2203871011734,"V03.H04N",82
"V03.P05",0,0,10,19,25,7,7,0.5,7,0,1,1,1,0,0,10,20,0,2,10,18,0,1,1,2,1,1,1,1,5,1,1,1,2.35823631286621,2.35708785057068,-0.387226700782776,0.579626441001892,"V03.J01N",83
"V03.P05",0,1,7,19,25,7,7,0.5,7,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,5,1,NA,0,NA,2.35708785057068,NA,-1.10237038135529,"V03.J01N",84
"V03.P03",1,0,7,10,50,5,9,2,11,0,0,0,1,1,0,7,33,4,4,15,33,0,0,1,9,1,1,1,1,5,1,1,1,2.08284020423889,2.07230806350708,1.49039089679718,0.659721493721008,"V03.J03N",85
"V03.P03",1,1,9,10,50,5,9,2,11,0,0,0,1,1,1,11,33,4,4,15,33,0,0,1,9,1,1,1,1,5,1,1,1,2.08284020423889,2.07230806350708,1.22215974330902,0.259246081113815,"V03.J03N",86
"V03.K02",1,0,11,45,45,3,10,1,40,1,0,1,0,1,0,7,55,3,2,10,53,0,0,1,10,1,1,1,1,5,1,0,0,2.45167684555054,2.44010162353516,0.953928709030151,NA,"V03.K03N",87
"V03.K02",1,1,10,45,45,3,10,1,40,1,0,1,1,1,1,6,55,3,2,10,53,0,0,1,10,1,1,1,1,5,1,0,0,2.45167684555054,2.44010162353516,-0.923688888549805,-0.461609721183777,"V03.K03N",88
"V03.F06",1,0,11,30,30,2,6,1,3,0,0,0,0,1,0,8,40,0,0,0,35,0,0,0,7,1,1,1,1,5,1,1,1,2.33485269546509,2.33155131340027,1.49039089679718,NA,"V03.L01N",89
"V03.F06",1,1,9,30,30,2,6,1,3,0,0,0,1,1,1,7,40,0,0,0,35,0,0,0,7,1,1,1,1,5,1,0,0,2.33485269546509,2.33155131340027,-0.923688888549805,-0.781990051269531,"V03.L01N",90
"V03.R07",1,1,10,30,30,3,7,0,0,0,0,0,1,1,1,11,40,0,0,0,40,0,0,1,6,1,1,1,1,5,1,1,1,2.33485269546509,2.33367276191711,1.08804416656494,0.659721493721008,"V03.L02N",91
"V03.R07",1,1,7,30,30,3,7,0,0,0,0,0,1,1,1,6,40,0,0,0,40,0,0,1,6,1,1,1,1,5,1,0,0,2.33485269546509,2.33367276191711,-0.923688888549805,-1.02227532863617,"V03.L02N",92
"V03.M03",1,0,10,60,35,0,16,1,10,0,0,1,1,0,0,7,25,2,1,15,45,0,0,1,13,1,1,1,1,5,1,1,1,2.05974316596985,2.04587531089783,0.551582038402557,0.259246081113815,"V03.L03N",93
"V03.M04",1,0,8,40,40,4,6,1,3,0,0,1,1,1,0,7,35,0,0,0,35,0,0,1,6,1,1,1,1,5,1,0,0,2.06082487106323,2.05765652656555,-1.32603549957275,-1.02227532863617,"V03.L04N",94
"V03.M04",1,0,10,40,40,4,6,1,3,0,0,1,0,1,0,10,35,0,0,0,35,0,0,1,6,1,1,1,1,5,1,1,1,2.06082487106323,2.05765652656555,-0.923688888549805,NA,"V03.L04N",95
"V03.F05",1,1,10,8,40,0,7,0.5,0,0,0,0,1,1,1,8,45,0,0,0,45,0,0,0,9,1,1,1,1,5,1,0,0,2.28887224197388,2.29690742492676,-0.923688888549805,-0.701894998550415,"V03.P02N",96
"NM",1,1,7,8,40,0,7,0.5,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,5,1,NA,0,NA,2.29690742492676,NA,-1.18246555328369,"V03.P02N",97
"V03.E02",1,0,10,30,40,12,10,1,6,0,1,0,1,1,0,8,36,7,1,10,36,0,1,0,10,1,1,1,1,5,1,1,1,2.31517124176025,2.30481052398682,1.22215974330902,0.659721493721008,"V03.P03N",98
"V03.E02",1,1,7,30,40,12,10,1,6,0,1,0,1,1,1,7,36,7,1,10,36,0,1,0,10,1,1,1,1,5,1,0,0,2.31517124176025,2.30481052398682,-0.387226700782776,-0.301419526338577,"V03.P03N",99
"V03.E02",1,0,6,30,40,12,10,1,6,0,1,0,1,1,0,6,36,7,1,10,36,0,1,0,10,1,1,1,1,5,1,1,1,2.31517124176025,2.30481052398682,-0.923688888549805,-0.942180216312408,"V03.P03N",100
"V03.K01",1,0,6,30,45,0,12,0,7,0,1,0,1,1,0,6,45,0,1,10,40,0,0,1,13,1,1,1,1,5,1,1,1,2.27962327003479,2.28758025169373,-1.05780446529388,-0.701894998550415,"V03.P04N",101
"V03.K01",1,0,11,30,45,0,12,0,7,0,1,0,1,1,0,11,45,0,1,10,40,0,0,1,13,1,1,1,1,5,1,0,0,2.27962327003479,2.28758025169373,0.551582038402557,1.46067237854004,"V03.P04N",102
"V03.K01",1,0,8,30,45,0,12,0,7,0,1,0,1,1,0,8,45,0,1,10,40,0,0,1,13,1,1,1,1,5,1,1,1,2.27962327003479,2.28758025169373,-0.521342277526855,-0.301419526338577,"V03.P04N",103
"V03.R05",1,1,11,7,40,4,5,0,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,5,1,NA,0,NA,2.30177903175354,NA,-0.621799886226654,"V03.Q02N",104
"V03.E01",1,1,11,18,40,3,9,3,0,0,0,1,1,1,1,10,35,6,5,14,35,0,1,1,10,1,1,1,1,5,1,1,1,2.31517124176025,2.26463770866394,1.22215974330902,1.06019699573517,"V03.Q03N",105
"V03.E01",1,0,10,18,40,3,9,3,0,0,0,1,1,1,0,7,35,6,5,14,35,0,1,1,10,1,1,1,1,5,1,1,1,2.31517124176025,2.26463770866394,0.551582038402557,0.419436246156693,"V03.Q03N",106
"V03.E01",1,1,8,18,40,3,9,3,0,0,0,1,1,1,1,7,35,6,5,14,35,0,1,1,10,1,1,1,1,5,1,1,1,2.31517124176025,2.26463770866394,-0.789573311805725,-0.221324443817139,"V03.Q03N",107
"V03.E01",1,1,6,18,40,3,9,3,0,0,0,1,1,1,1,6,35,6,5,14,35,0,1,1,10,1,1,1,1,5,1,0,0,2.31517124176025,2.26463770866394,-0.923688888549805,-0.942180216312408,"V03.Q03N",108
"V03.R06",1,1,7,40,40,0,10,0.5,7,0,0,1,1,1,1,6,40,0,1,7,40,0,0,1,9,1,1,1,1,5,1,1,1,2.33485269546509,2.33037495613098,0.953928709030151,0.499531358480453,"V03.R01N",109
"V03.R06",1,0,11,40,40,0,10,0.5,7,0,0,1,0,1,0,11,40,0,1,7,40,0,0,1,9,1,1,1,1,5,1,1,1,2.33485269546509,2.33037495613098,1.22215974330902,NA,"V03.R01N",110
"V03.R04",1,1,11,35,40,12,11,1,30,0,0,0,1,1,1,8,50,12,0,12,40,0,0,0,10,1,1,1,1,5,1,0,0,2.28902840614319,2.29144525527954,2.29508399963379,2.66209864616394,"V03.R02N",111
"V03.R04",1,1,6,35,40,12,11,1,30,0,0,0,1,1,1,6,50,12,0,12,40,0,0,0,10,1,1,1,1,5,1,1,1,2.28902840614319,2.29144525527954,0.685697615146637,0.419436246156693,"V03.R02N",112
"V03.P02",1,0,7,40,40,3,9,1,3,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,5,1,NA,0,NA,2.23084306716919,NA,-0.221324443817139,"V03.R03N",113
"V03.P02",1,0,10,40,40,3,9,1,3,0,0,1,1,1,0,9,43,2,0.5,6,43,1,0,1,8,1,1,1,1,5,1,1,1,2.23517036437988,2.23084306716919,0.685697615146637,1.06019699573517,"V03.R03N",114
"V03.H04",1,0,6,80,40,0,11,1,10,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,5,1,NA,1,NA,2.30526614189148,NA,-0.461609721183777,"V03.S01N",115
"V03.H04",1,0,9,80,40,0,11,1,10,0,0,1,1,1,0,7,45,1,2,20,40,1,0,1,10,1,1,1,1,5,1,1,1,2.96799254417419,2.30526614189148,2.29508399963379,2.42181348800659,"V03.S01N",116
"V03.M02",1,1,6,40,30,3,10,2,10,0,1,1,1,1,1,6,25,1,3,10,30,0,0,0,9,0,1,1,1,5,1,0,0,2.30414342880249,2.36943769454956,NA,-1.02227532863617,"V03.S02N",117
